soc,onet_soc,occupation,skill,importance_1_to_5,rating_date,onet_version,source_url
19-2042,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Operations Monitoring,2.12,08/2026,31.0,https://www.onetcenter.org/database.html
19-2042,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Management of Material Resources,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2042,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Operation and Control,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2042,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Equipment Selection,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-2042,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Management of Financial Resources,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-2042,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Technology Design,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-2042,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Troubleshooting,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-2042,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Equipment Maintenance,1.38,08/2026,31.0,https://www.onetcenter.org/database.html
19-2042,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Repairing,1.38,08/2026,31.0,https://www.onetcenter.org/database.html
19-2042,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Installation,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Critical Thinking,4.12,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Active Listening,3.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Complex Problem Solving,3.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Mathematics,3.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Reading Comprehension,3.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Science,3.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Active Learning,3.75,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Judgment and Decision Making,3.75,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Speaking,3.75,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Writing,3.75,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Systems Analysis,3.5,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Monitoring,3.25,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Systems Evaluation,3.12,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Coordination,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Instructing,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Learning Strategies,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Persuasion,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Social Perceptiveness,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Time Management,3.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Operations Monitoring,2.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Quality Control Analysis,2.75,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Management of Personnel Resources,2.62,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Negotiation,2.62,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Operations Analysis,2.5,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Service Orientation,2.5,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Programming,2.25,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Operation and Control,2.12,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Equipment Maintenance,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Equipment Selection,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Management of Financial Resources,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Management of Material Resources,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Troubleshooting,2.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Repairing,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Technology Design,1.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-2043,19-2043.00,Hydrologists,Installation,1.75,08/2026,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Critical Thinking,4.12,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Mathematics,4.12,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Reading Comprehension,4.12,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Active Listening,4.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Judgment and Decision Making,4.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Speaking,4.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Writing,4.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Active Learning,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Complex Problem Solving,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Instructing,3.25,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Systems Evaluation,3.25,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Learning Strategies,3.12,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Monitoring,3.12,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Systems Analysis,3.12,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Coordination,3.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Persuasion,3.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Service Orientation,3.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Social Perceptiveness,3.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Time Management,3.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Operations Analysis,2.62,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Management of Personnel Resources,2.5,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Negotiation,2.25,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Programming,2.12,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Science,1.88,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Management of Financial Resources,1.62,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Management of Material Resources,1.62,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Operations Monitoring,1.5,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Technology Design,1.38,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Quality Control Analysis,1.25,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Equipment Maintenance,1.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Equipment Selection,1.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Installation,1.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Operation and Control,1.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Repairing,1.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3011,19-3011.00,Economists,Troubleshooting,1.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Reading Comprehension,4.75,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Social Perceptiveness,4.38,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Active Listening,4.25,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Critical Thinking,4.25,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Writing,4.25,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Speaking,4.12,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Active Learning,3.88,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Complex Problem Solving,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Judgment and Decision Making,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Monitoring,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Service Orientation,3.75,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Learning Strategies,3.62,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Coordination,3.5,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Persuasion,3.5,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Instructing,3.25,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Time Management,3.25,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Negotiation,3.12,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Systems Analysis,3.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Systems Evaluation,3.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Management of Personnel Resources,2.75,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Science,2.38,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Mathematics,2.25,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Operations Monitoring,1.75,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Operations Analysis,1.62,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Programming,1.62,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Technology Design,1.62,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Management of Financial Resources,1.5,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Management of Material Resources,1.5,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Equipment Maintenance,1.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Equipment Selection,1.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Installation,1.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Operation and Control,1.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Quality Control Analysis,1.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Repairing,1.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3033,19-3033.00,Clinical and Counseling Psychologists,Troubleshooting,1.0,08/2024,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Reading Comprehension,4.62,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Speaking,4.62,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Active Listening,4.5,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Social Perceptiveness,4.25,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Critical Thinking,4.12,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Writing,4.12,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Complex Problem Solving,4.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Judgment and Decision Making,4.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Monitoring,4.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Active Learning,3.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Learning Strategies,3.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Service Orientation,3.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Coordination,3.75,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Negotiation,3.5,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Persuasion,3.5,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Time Management,3.5,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Instructing,3.38,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Systems Analysis,3.12,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Systems Evaluation,3.12,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Mathematics,2.88,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Management of Personnel Resources,2.75,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Science,2.5,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Programming,1.75,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Operations Analysis,1.62,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Technology Design,1.62,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Operations Monitoring,1.38,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Quality Control Analysis,1.38,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Equipment Selection,1.12,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Equipment Maintenance,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Installation,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Management of Financial Resources,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Management of Material Resources,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Operation and Control,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Repairing,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-3034,19-3034.00,School Psychologists,Troubleshooting,1.0,08/2026,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Active Listening,4.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Speaking,4.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Active Learning,4.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Critical Thinking,4.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Reading Comprehension,4.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Writing,4.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Learning Strategies,3.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Social Perceptiveness,3.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Complex Problem Solving,3.62,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Instructing,3.62,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Judgment and Decision Making,3.62,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Monitoring,3.5,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Coordination,3.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Science,3.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Systems Analysis,3.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Systems Evaluation,3.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Service Orientation,3.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Time Management,3.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Management of Personnel Resources,2.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Mathematics,2.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Persuasion,2.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Negotiation,2.75,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Operations Analysis,2.38,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Management of Material Resources,1.75,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Programming,1.75,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Management of Financial Resources,1.62,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Technology Design,1.62,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Operations Monitoring,1.38,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Quality Control Analysis,1.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Equipment Maintenance,1.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Equipment Selection,1.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Installation,1.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Operation and Control,1.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Repairing,1.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-3041,19-3041.00,Sociologists,Troubleshooting,1.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Active Listening,4.12,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Judgment and Decision Making,4.12,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Speaking,4.12,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Critical Thinking,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Reading Comprehension,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Systems Analysis,4.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Writing,3.88,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Complex Problem Solving,3.75,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Systems Evaluation,3.75,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Social Perceptiveness,3.62,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Negotiation,3.38,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Active Learning,3.25,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Coordination,3.25,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Service Orientation,3.25,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Time Management,3.25,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Operations Analysis,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Persuasion,3.12,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Instructing,3.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Learning Strategies,3.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Management of Personnel Resources,3.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Mathematics,3.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Monitoring,3.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Science,2.62,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Management of Financial Resources,2.5,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Management of Material Resources,2.25,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Operations Monitoring,1.75,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Programming,1.75,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Quality Control Analysis,1.62,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Technology Design,1.62,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Operation and Control,1.38,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Equipment Maintenance,1.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Equipment Selection,1.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Installation,1.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Repairing,1.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-3051,19-3051.00,Urban and Regional Planners,Troubleshooting,1.0,08/2021,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Reading Comprehension,3.75,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Active Listening,3.5,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Speaking,3.5,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Writing,3.5,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Critical Thinking,3.25,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Science,3.25,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Complex Problem Solving,3.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Coordination,3.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Monitoring,3.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Quality Control Analysis,3.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Active Learning,3.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Instructing,3.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Judgment and Decision Making,3.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Time Management,3.0,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Learning Strategies,2.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Social Perceptiveness,2.88,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Mathematics,2.75,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Operations Monitoring,2.75,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Management of Personnel Resources,2.62,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Systems Evaluation,2.38,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Service Orientation,2.25,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Systems Analysis,2.25,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Operation and Control,2.12,08/2023,31.0,https://www.onetcenter.org/database.html
19-4013,19-4013.00,Food Science Technicians,Troubleshooting,2.12,08/2023,31.0,https://www.onetcenter.org/database.html
